,Rank,Release Date,Movie Title,Production Budget ($),Worldwide Gross ($),Domestic Gross ($)
3236,1659,10/12/2008,The Reader,32500000,112964875,"$34,194,407"
3237,5161,10/12/2008,Wendy and Lucy,300000,1416046,"$865,695"
3238,4628,10/14/2008,No Man's Land: The Rise of Reeker,2000000,0,$0
3239,1549,10/17/2008,Max Payne,35000000,85761789,"$40,687,294"
3240,1962,10/17/2008,What Just Happened,27000000,2412123,"$1,090,947"
3241,2005,10/17/2008,W.,25100000,28575778,"$25,534,493"
3242,2548,10/17/2008,Sex Drive,19000000,10412485,"$8,402,485"
3243,3254,10/17/2008,The Secret Life of Bees,11000000,39984023,"$37,770,162"
3244,5207,10/21/2008,Sunday School Musical,250000,0,$0
3245,947,10/24/2008,Changeling,55000000,113805580,"$35,739,802"
3246,1823,10/24/2008,Pride and Glory,30000000,43440721,"$15,740,721"
3247,2481,10/24/2008,Passchendaele,20000000,4453327,"$4,452,423"
3248,2486,10/24/2008,"Synecdoche, New York",20000000,4383538,"$3,083,538"
3249,3243,10/24/2008,High School Musical 3: Senior Year,11000000,274392880,"$90,559,416"
3250,3286,10/24/2008,Saw V,10800000,118209778,"$56,746,769"
3251,4123,10/24/2008,Låt den rätte komma in,4500000,12247682,"$2,122,085"
3252,4604,10/24/2008,Roadside Romeo,2000000,2046090,"$55,202"
3253,5128,10/24/2008,Heroes,400000,655538,"$655,538"
3254,2178,10/31/2008,Zack and Miri Make a Porno,24000000,36856306,"$31,457,946"
3255,4007,10/31/2008,The Haunting of Molly Hartley,5000000,15318257,"$13,442,412"
3256,4494,10/31/2008,The Other End of the Line,2500000,507446,"$115,504"
3257,4615,10/31/2008,Eden Lake,2000000,4294373,"$7,321"
3258,4737,10/31/2008,My Name is Bruce,1500000,173066,"$173,066"
3259,5223,10/31/2008,Little Big Top,240000,7484,"$7,484"
3260,876,11/1/2008,In the Name of the King: A Dungeon Siege Tale,60000000,13233220,"$4,775,656"
3261,2877,11/1/2008,The Pirates Who Don't Do Anything: A VeggieTales Movie,15000000,13248444,"$12,981,269"
3262,3786,11/3/2008,Stargate - The Ark of Truth,7000000,0,$0
3263,2386,11/4/2008,Street Kings,20000000,65454793,"$26,415,649"
3264,2582,11/4/2008,Prom Night,18000000,57193655,"$43,869,350"
3265,4187,11/4/2008,The Visitor,4000000,19174817,"$9,427,026"
3266,481,11/7/2008,Hellboy II: The Golden Army,82500000,160388063,"$75,986,503"
3267,872,11/7/2008,Meet Dave,60000000,50648806,"$11,803,254"
3268,1165,11/7/2008,Journey to the Center of the Earth,45000000,243180937,"$101,704,370"
3269,4308,11/7/2008,August,3400000,12636,"$12,636"
3270,21,11/14/2008,Quantum of Solace,230000000,591692078,"$169,368,427"
3271,4492,11/14/2008,Fuel,2500000,174255,"$174,255"
3272,161,11/21/2008,Bolt,150000000,328015209,"$114,053,759"
3273,1476,11/21/2008,Twilight,37000000,402280159,"$192,769,854"
3274,4917,11/21/2008,Special,1000000,26822,"$7,202"
3275,225,11/26/2008,Australia,130000000,215080810,"$49,554,002"
3276,502,11/26/2008,Four Christmases,80000000,168311558,"$120,146,040"
3277,2374,11/26/2008,Milk,20000000,57293371,"$31,841,299"
3278,841,12/9/2008,Righteous Kill,60000000,78481410,"$40,081,410"
3279,1481,12/9/2008,Burn After Reading,37000000,168167798,"$60,355,347"
3280,2742,12/9/2008,The Women,16000000,50103808,"$26,902,075"
3281,2960,12/11/2008,Slumdog Millionaire,14000000,384519665,"$141,319,928"
3282,519,12/12/2008,The Day the Earth Stood Still,80000000,233066978,"$79,366,978"
3283,893,12/12/2008,"Che, El Ar the Argentine",58000000,30118557,"$293,708"
3284,1425,12/12/2008,Delgo,40000000,915840,"$915,840"
3285,2011,12/12/2008,Gran Torino,25000000,274543085,"$148,095,302"
3286,2369,12/12/2008,Doubt,20000000,53191101,"$33,446,470"
3287,3785,12/12/2008,The Kings of Appletown,7000000,0,$0
3288,4463,12/12/2008,Los Cronocrímenes,2600000,564474,"$39,127"
3289,3838,12/17/2008,The Wrestler,6000000,46634275,"$26,238,243"
3290,824,12/19/2008,The Tale of Despereaux,60000000,90482317,"$50,877,145"
3291,972,12/19/2008,Seven Pounds,54000000,166617328,"$69,951,824"
3292,1018,12/19/2008,Yes Man,50000000,225990976,"$97,690,976"
3293,122,12/25/2008,The Curious Case of Benjamin Button,160000000,329809326,"$127,509,326"
3294,413,12/25/2008,Valkyrie,90000000,203902107,"$83,077,762"
3295,504,12/25/2008,Bedtime Stories,80000000,221468935,"$110,101,975"
3296,777,12/25/2008,Marley & Me,60000000,247812011,"$143,153,751"
3297,865,12/25/2008,The Spirit,60000000,39006188,"$19,806,188"
3298,4577,12/25/2008,Waltz with Bashir,2000000,13912289,"$2,283,849"
3299,1207,12/26/2008,Revolutionary Road,45000000,79564960,"$22,911,480"
3300,1631,12/31/2008,Black Water Transit,35000000,0,$0
3301,2510,12/31/2008,Koltchak,20000000,38585047,$0
3302,2648,12/31/2008,I Come with the Rain,18000000,627422,$0
3303,2774,12/31/2008,Good,16000000,31631,"$31,631"
3304,2943,12/31/2008,Bathory,15000000,3436763,$0
3305,3018,12/31/2008,Ca$h,13700000,11738256,$0
3306,3940,12/31/2008,Animals,5500000,0,$0
3307,4075,12/31/2008,The Cottage,5000000,1504960,$0
3308,4453,12/31/2008,Rejsen til Saturn,2700000,5377665,$0
3309,4466,12/31/2008,Silver Medalist,2600000,0,$0
3310,4529,12/31/2008,Impact Point,2200000,0,$0
3311,4813,12/31/2008,Extreme Movie,1200000,81338,$0
3312,4933,12/31/2008,Steppin: The Movie,1000000,0,$0
3313,4975,12/31/2008,Harrison Montgomery,850000,0,$0
3314,150,1/5/2009,X-Men Origins: Wolverine,150000000,374825760,"$179,883,157"
3315,322,1/7/2009,Public Enemies,102500000,212282709,"$97,104,620"
3316,399,1/7/2009,Ice Age: Dawn of the Dinosaurs,90000000,859701857,"$196,573,705"
3317,4928,1/12/2009,Frat Party,1000000,0,$0
3318,1079,1/16/2009,Defiance,50000000,52987754,"$28,644,813"
3319,1526,1/16/2009,Hotel for Dogs,35000000,122213085,"$73,034,460"
3320,1966,1/16/2009,Paul Blart: Mall Cop,26000000,185904750,"$146,336,178"
3321,2540,1/16/2009,Notorious,19000000,45005151,"$36,843,682"
3322,2966,1/16/2009,My Bloody Valentine,14000000,102836002,"$51,545,952"
3323,867,1/23/2009,Inkheart,60000000,66655938,"$17,303,424"
3324,1116,1/23/2009,Outlander,50000000,1250617,"$166,003"
3325,1545,1/23/2009,Underworld 3: Rise of the Lycans,35000000,89102315,"$45,802,315"
3326,5003,1/23/2009,Donkey Punch,750000,814801,"$19,367"
3327,2012,1/30/2009,Taken,25000000,226941585,"$145,000,989"
3328,3622,1/30/2009,New in Town,8000000,29937909,"$16,734,283"
3329,4319,1/30/2009,Entre les murs,3250000,34114067,"$3,766,810"
3330,2195,2/10/2009,Zombieland,23600000,102236596,"$75,590,286"
3331,2560,2/10/2009,The Invention of Lying,18500000,32679264,"$18,451,251"
3332,2876,2/10/2009,Whip It,15000000,18856151,"$13,043,363"
3333,3739,2/10/2009,A Serious Man,7000000,30360570,"$9,228,788"
3334,1087,2/13/2009,The International,50000000,53850527,"$25,450,527"
3335,2673,2/13/2009,Friday the 13th,17000000,92670237,"$65,002,019"
3336,3197,2/13/2009,Two Lovers,12000000,16349034,"$3,149,034"
3337,3826,2/13/2009,Gomorra,6200000,37339594,"$1,579,146"
3338,4077,2/17/2009,Dead Like Me: Life After Death,5000000,0,$0
3339,2417,2/20/2009,Fired Up,20000000,18608570,"$17,231,291"
3340,2657,2/20/2009,Madea Goes To Jail,17500000,90508336,"$90,508,336"
3341,1110,2/27/2009,Street Fighter: The Legend of Chun-Li,50000000,12335036,"$9,135,036"
3342,5081,2/27/2009,Scott Walker: 30 Century Man,500000,77121,"$6,840"
3343,444,3/4/2009,Fast & Furious,85000000,363064265,"$155,064,265"
3344,3492,3/4/2009,Adventureland,9800000,17553055,"$16,044,025"
3345,1035,3/13/2009,Race to Witch Mountain,50000000,105103783,"$67,172,594"
3346,2836,3/13/2009,The Last House on the Left,15000000,46526243,"$32,752,215"
3347,3869,3/13/2009,Miss March,6000000,4713059,"$4,543,320"
3348,4013,3/13/2009,Sunshine Cleaning,5000000,17329337,"$12,062,558"
3349,840,3/20/2009,Duplicity,60000000,81079566,"$40,572,825"
3350,1027,3/20/2009,Knowing,50000000,186450317,"$79,957,634"
3351,1313,3/20/2009,"I Love You, Man",40000000,91729503,"$71,440,011"
3352,4609,3/20/2009,Super Capers,2000000,30955,"$30,955"
3353,88,3/27/2009,Monsters vs. Aliens,175000000,381687380,"$198,351,526"
3354,2444,3/27/2009,12 Rounds,20000000,17306648,"$12,234,694"
3355,1096,4/9/2009,Gamer,50000000,42002029,"$20,534,907"
3356,2833,4/9/2009,All About Steve,15000000,40127259,"$33,862,903"
3357,3683,4/9/2009,Extract,7500000,10849158,"$10,823,158"
3358,1727,4/12/2009,Up in the Air,30000000,166842739,"$83,823,381"
3359,1987,4/12/2009,Brothers,26000000,45043870,"$28,544,157"
3360,2421,4/12/2009,Armored,20000000,23661038,"$15,988,876"
3361,2455,4/12/2009,Everybody's Fine,20000000,9208876,"$9,208,876"
3362,4152,4/12/2009,Paa,4300000,9791282,"$199,228"
3363,843,4/17/2009,State of Play,60000000,88832210,"$37,017,955"
3364,1320,4/17/2009,17 Again,40000000,139474906,"$64,167,069"
3365,2433,4/17/2009,Crank 2: High Voltage,20000000,35472739,"$13,684,249"
3366,4496,4/17/2009,Sleep Dealer,2500000,108907,"$80,136"
3367,1145,4/22/2009,Earth,47000000,116773317,"$32,011,576"
3368,5078,4/23/2009,Home,500000,44793168,"$15,433"
3369,852,4/24/2009,The Soloist,60000000,38389024,"$31,720,158"
3370,2329,4/24/2009,Obsessed,20000000,73964713,"$68,261,644"
3371,2644,4/24/2009,The Informers,18000000,315000,"$315,000"
3372,354,5/6/2009,Land of the Lost,100000000,69548641,"$49,438,370"
3373,1508,5/6/2009,The Hangover,35000000,465764086,"$277,322,503"
3374,2298,5/6/2009,Away We Go,21000000,10108016,"$9,451,946"
3375,2699,5/6/2009,My Life in Ruins,17000000,20465206,"$8,665,206"
3376,3226,5/6/2009,Home,12000000,1620056,$0
3377,156,5/15/2009,Angels & Demons,150000000,490875846,"$133,375,846"
3378,2485,5/15/2009,The Brothers Bloom,20000000,5531756,"$3,531,756"
3379,53,5/21/2009,Terminator Salvation,200000000,365491792,"$125,322,469"
3380,151,5/22/2009,Night at the Museum: Battle of the Smithsonian,150000000,402231063,"$177,243,721"
3381,2081,5/22/2009,Dance Flick,25000000,32092761,"$25,662,155"
3382,3006,5/22/2009,Easy Virtue,14000000,20537741,"$2,656,784"
3383,4771,5/22/2009,The Girlfriend Experience,1300000,1005840,"$695,840"
3384,3484,5/26/2009,The Devil's Tomb,10000000,0,$0
3385,86,5/29/2009,Up,175000000,731542621,"$293,004,164"
3386,1772,5/29/2009,Drag Me To Hell,30000000,91388487,"$42,100,625"
3387,3067,5/29/2009,Män som hatar kvinnor,13000000,109421911,"$12,749,992"
3388,4744,5/29/2009,Pontypool,1500000,31916,"$3,865"
3389,805,6/2/2009,Coraline,60000000,126037057,"$75,286,229"
3390,1294,6/2/2009,He's Just Not That Into You,40000000,181053657,"$93,953,653"
3391,1460,6/2/2009,Push,38000000,44411527,"$31,811,527"
3392,3879,6/2/2009,Polytechnique,6000000,1418304,"$1,418,304"
3393,194,6/3/2009,Watchmen,138000000,184068357,"$107,509,799"
3394,5277,6/10/2009,A Charlie Brown Christmas,150000,0,$0
3395,63,6/11/2009,Disney's A Christmas Carol,190000000,315709697,"$137,855,863"
3396,2105,6/11/2009,The Box,25000000,26341896,"$15,051,977"
3397,2177,6/11/2009,The Men Who Stare at Goats,24000000,67348218,"$32,428,195"
3398,3317,6/11/2009,Precious (Based on the Novel Push by Sapphire),10000000,68722848,"$47,566,524"
3399,3349,6/11/2009,The Fourth Kind,10000000,49486874,"$26,218,170"
3400,835,6/19/2009,Year One,60000000,57604723,"$43,337,279"
3401,1280,6/19/2009,The Proposal,40000000,314709717,"$163,958,031"
3402,2907,6/19/2009,Whatever Works,15000000,35106706,"$5,306,706"
3403,4989,6/19/2009,Dod sno,800000,2194020,"$46,742"
3404,2712,6/23/2009,Chasseurs de dragons,17000000,13446115,$0
3405,30,6/24/2009,Transformers: Revenge of the Fallen,210000000,836519699,"$402,111,870"
3406,1930,6/26/2009,My Sister's Keeper,27500000,96673002,"$49,200,230"
3407,2222,6/26/2009,Chéri,23000000,2715657,"$2,715,657"
3408,2868,6/26/2009,The Hurt Locker,15000000,49894223,"$17,017,811"
3409,4292,6/26/2009,Surveillance,3500000,1396395,"$27,349"
3410,4294,6/30/2009,The Betrayed,3500000,0,$0
3411,3224,7/4/2009,1612,12000000,5400624,$0
3412,4833,7/4/2009,Faith Like Potatoes,1100000,0,$0
3413,5006,7/4/2009,Bled,750000,0,$0
3414,4074,7/7/2009,Flying By,5000000,4568257,$0
3415,89,7/8/2009,G.I. Joe: The Rise of Cobra,175000000,302469017,"$150,201,498"
3416,1293,7/8/2009,Julie & Julia,40000000,126646119,"$94,125,426"
3417,2985,7/8/2009,A Perfect Getaway,14000000,22815460,"$15,515,460"
3418,3220,7/11/2009,Nanjing! Nanjing!,12000000,20122558,"$122,558"
3419,4537,7/14/2009,[Rec],2100000,23266821,$0
3420,14,7/15/2009,Harry Potter and the Half-Blood Prince,250000000,935083686,"$301,959,197"
3421,4931,7/17/2009,The Poker House,1000000,0,$0
3422,160,7/24/2009,G-Force,150000000,292817841,"$119,436,770"
3423,1446,7/24/2009,The Ugly Truth,38000000,205298907,"$88,915,214"
3424,2350,7/24/2009,Orphan,20000000,78769428,"$41,596,251"
3425,4325,7/29/2009,Adam,3200000,2828590,"$2,277,396"
3426,624,7/31/2009,Funny People,72500000,71880305,"$51,855,045"
3427,1205,7/31/2009,Aliens in the Attic,45000000,59551283,"$25,200,412"
3428,3553,7/31/2009,Flammen og Citronen,9000000,1635241,"$148,089"
3429,4365,7/31/2009,The Collector,3000000,10473836,"$7,712,114"
3430,181,8/5/2009,Star Trek,140000000,385680446,"$257,730,019"
3431,3892,8/5/2009,Julia,6000000,1365108,"$65,108"
3432,4217,8/5/2009,Adoration,4000000,384244,"$294,244"
3433,4358,8/5/2009,Next Day Air,3000000,10172519,"$10,027,047"
3434,1436,8/14/2009,The Time Traveler's Wife,39000000,102332135,"$63,414,846"
3435,1637,8/14/2009,Gake no ue no Ponyo,34000000,205312666,"$15,090,399"
3436,1714,8/14/2009,District 9,30000000,212453431,"$115,646,235"
3437,2477,8/14/2009,Bandslam,20000000,12967829,"$5,210,988"
3438,3376,8/14/2009,"The Goods: Live Hard, Sell Hard",10000000,15297318,"$15,122,676"
3439,4071,8/14/2009,Grace,5000000,8297,"$8,297"
3440,642,8/21/2009,Inglourious Basterds,70000000,316915264,"$120,774,594"
3441,2401,8/21/2009,Shorts,20000000,29870801,"$20,919,166"
3442,2522,8/21/2009,Der Baader Meinhof Komplex,19700000,16498827,"$476,270"
3443,2906,8/21/2009,Post Grad,15000000,6561243,"$6,380,019"
3444,3454,8/21/2009,World's Greatest Dad,10000000,295750,"$221,805"
3445,3480,8/21/2009,Fifty Dead Men Walking,10000000,997921,$0
3446,1876,8/26/2009,Taking Woodstock,29000000,10066366,"$7,460,204"
3447,1319,8/28/2009,The Final Destination,40000000,187384627,"$66,477,700"
3448,2835,8/28/2009,Halloween 2,15000000,38512850,"$33,392,973"
3449,3469,8/28/2009,The Open Road,10000000,19716,"$19,716"
3450,1747,9/1/2009,Bride Wars,30000000,115150424,"$58,715,510"
3451,1878,9/1/2009,"Che, Part 1: The Argentine",29000000,1733532,"$1,733,532"
3452,2732,9/1/2009,The Unborn,16000000,78208812,"$42,670,410"
3453,4018,9/1/2009,Not Easily Broken,5000000,10732909,"$10,572,742"
3454,1793,9/9/2009,9,30000000,48559999,"$31,749,894"
3455,783,9/10/2009,Couples Retreat,60000000,172450423,"$109,205,660"
3456,3238,9/10/2009,St. Trinian’s,11400000,29830239,"$15,000"
3457,3458,9/10/2009,Free Style,10000000,721108,"$141,108"
3458,3682,9/10/2009,An Education,7500000,29652736,"$12,574,914"
3459,3823,9/10/2009,The Damned United,6400000,4199874,"$449,865"
3460,4743,9/10/2009,Trucker,1500000,52429,"$52,429"
3461,5224,9/10/2009,Bronson,230000,2703762,"$104,979"
3462,3581,9/17/2009,Bright Star,8500000,17220091,"$4,444,637"
3463,335,9/18/2009,Cloudy with a Chance of Meatballs,100000000,236827677,"$124,870,275"
3464,2246,9/18/2009,The Informant!,22000000,41771168,"$33,316,821"
3465,2506,9/18/2009,The Burning Plain,20000000,1167092,"$200,730"
3466,2601,9/18/2009,Love Happens,18000000,36133014,"$22,965,110"
3467,2749,9/18/2009,Jennifer's Body,16000000,31943401,"$16,204,793"
3468,4874,9/18/2009,The Secrets of Jonathan Sperry,1000000,1355079,"$1,355,079"
3469,3483,9/22/2009,Adam Resurrected,10000000,90909,$0
3470,2428,9/23/2009,Capitalism: A Love Story,20000000,19121531,"$14,363,397"
3471,534,9/25/2009,Surrogates,80000000,119668350,"$38,577,772"
3472,1411,9/25/2009,Pandorum,40000000,17033431,"$10,330,853"
3473,2221,9/25/2009,Coco avant Chanel,23000000,50813834,"$6,113,834"
3474,2602,9/25/2009,Fame,18000000,80227619,"$22,455,510"
3475,3762,9/25/2009,I Hope They Serve Beer in Hell,7000000,1429453,"$1,429,299"
3476,5110,9/25/2009,Paranormal Activity,450000,194183034,"$107,918,810"
3477,1729,10/4/2009,Hannah Montana the Movie,30000000,169173206,"$79,576,189"
3478,1835,10/4/2009,Dragonball Evolution,30000000,58228460,"$9,362,785"
3479,2599,10/4/2009,Observe and Report,18000000,27148898,"$24,007,324"
3480,5150,10/4/2009,Royal Kill,350000,0,$0
3481,1252,10/7/2009,Brüno,42000000,130788243,"$60,054,530"
3482,2614,10/7/2009,"I Love You, Beth Cooper",18000000,16382538,"$14,800,725"
3483,5210,10/11/2009,Ink,250000,0,$0
3484,344,10/16/2009,Where the Wild Things Are,100000000,99123656,"$77,233,467"
3485,978,10/16/2009,Law Abiding Citizen,53000000,131159781,"$73,357,727"
3486,2381,10/16/2009,The Stepfather,20000000,29227561,"$29,062,561"
3487,3472,10/16/2009,Janky Promoters,10000000,9069,"$9,069"
3488,747,10/23/2009,Astro Boy,65000000,41636243,"$19,551,067"
3489,1402,10/23/2009,Amelia,40000000,19756077,"$14,279,575"
3490,1403,10/23/2009,Cirque du Freak: The Vampire's Assistant,40000000,39753957,"$14,046,595"
3491,2933,10/23/2009,Ong-Bak 2,15000000,7583050,"$102,458"
3492,3257,10/23/2009,Saw VI,11000000,69752402,"$27,693,292"
3493,3465,10/23/2009,Motherhood,10000000,723388,"$93,388"
3494,3015,10/27/2009,Stan Helsing: A Parody,14000000,1553556,$0
3495,808,10/28/2009,Michael Jackson's This Is It,60000000,252091016,"$72,091,016"
3496,3499,10/30/2009,Gentlemen Broncos,9500000,118482,"$113,682"
3497,3628,10/30/2009,The Boondock Saints 2: All Saints Day,8000000,10629320,"$10,273,187"
3498,4904,10/30/2009,The House of the Devil,1000000,102812,"$101,215"
3499,4978,11/8/2009,London to Brighton,825000,610776,$0
3500,1607,11/9/2009,Whiteout,35000000,12254746,"$10,275,638"
3501,2534,11/9/2009,I Can Do Bad All By Myself,19000000,51733921,"$51,733,921"
3502,3102,11/9/2009,Sorority Row,12500000,26735797,"$11,965,282"
3503,5268,11/9/2009,The Horse Boy,160000,156612,"$156,612"
3504,379,11/12/2009,The Lovely Bones,95000000,94894448,"$44,114,232"
3505,842,11/12/2009,Invictus,60000000,124514011,"$37,491,364"
3506,3741,11/12/2009,A Single Man,7000000,28142379,"$9,176,000"
3507,4838,11/12/2009,Rocket Singh: Salesman of the Year,1070000,5348767,"$164,649"
3508,52,11/13/2009,2012,200000000,788408539,"$166,112,167"
3509,1112,11/13/2009,The Boat That Rocked,50000000,37472651,"$8,017,467"
3510,1390,11/13/2009,The Fantastic Mr. Fox,40000000,47085064,"$21,002,919"
3511,3816,11/13/2009,The Messenger,6500000,1744952,"$1,109,660"
3512,839,11/20/2009,Planet 51,60000000,108996113,"$42,194,060"
3513,1001,11/20/2009,The Twilight Saga: New Moon,50000000,687557727,"$296,623,634"
3514,1428,11/20/2009,Red Cliff,40000000,119627047,"$627,047"
3515,1509,11/20/2009,The Blind Side,35000000,305705794,"$255,959,475"
3516,2144,11/20/2009,Bad Lieutenant: Port of Call New Orleans,25000000,12413949,"$1,702,112"
3517,4611,11/20/2009,The Missing Person,2000000,17896,"$17,896"
3518,314,11/25/2009,The Princess and the Frog,105000000,270997378,"$104,400,899"
3519,1068,11/25/2009,Ninja Assassin,50000000,62209892,"$38,122,883"
3520,1542,11/25/2009,Old Dogs,35000000,95104304,"$49,492,060"
3521,2131,11/25/2009,The Road,25000000,29206732,"$8,114,270"
3522,2146,11/25/2009,Me and Orson Welles,25000000,1190003,"$1,190,003"
3523,3237,11/27/2009,The Cry of the Owl,11500000,0,$0
3524,301,12/6/2009,The Taking of Pelham 123,110000000,152364370,"$65,452,312"
3525,959,12/6/2009,Imagine That,55000000,16123323,"$16,123,323"
3526,4035,12/6/2009,Moon,5000000,10676073,"$5,010,163"
3527,4864,12/6/2009,"Food, Inc.",1000000,4731944,"$4,417,674"
3528,3568,12/16/2009,Crazy Heart,8500000,47417251,"$39,471,742"
3529,1,12/18/2009,Avatar,425000000,2783918982,"$760,507,625"
3530,546,12/18/2009,Nine,80000000,53508858,"$19,676,965"
3531,892,12/18/2009,Did You Hear About the Morgans?,58000000,80480566,"$29,580,087"
3532,1604,12/18/2009,The Young Victoria,35000000,31878891,"$11,001,272"
3533,637,12/23/2009,Alvin and the Chipmunks: The Squeakquel,70000000,443483213,"$219,614,612"
3534,398,12/25/2009,Sherlock Holmes,90000000,498438212,"$209,028,679"
3535,452,12/25/2009,It’s Complicated,85000000,224614744,"$112,735,375"
3536,1838,12/25/2009,The Imaginarium of Doctor Parnassus,30000000,64352607,"$7,689,607"
3537,4620,12/29/2009,Lesbian Vampire Killers,2000000,3620902,$0
3538,2640,12/30/2009,Das Weisse Band: Eine deutsche Kindergeschichte,18000000,25727044,"$2,222,862"
3539,1489,12/31/2009,Obitaemyy ostrov,36500000,15000000,$0
3540,2226,12/31/2009,Shi Yue Wei Cheng,23000000,44195779,$0
3541,3485,12/31/2009,Good Intentions,10000000,0,$0
3542,3670,12/31/2009,Chirstmas in Beverly Hills,8000000,0,$0
3543,4421,12/31/2009,The Deported,3000000,0,$0
3544,4422,12/31/2009,Chicago Overcoat,3000000,0,$0
3545,4430,12/31/2009,Four Single Fathers,3000000,0,$0
3546,4500,12/31/2009,The Calling,2500000,0,$0
3547,4512,12/31/2009,Nikté,2400000,1333891,$0
3548,4627,12/31/2009,Nine Dead,2000000,0,$0
3549,4674,12/31/2009,Deadline,1800000,0,$0
3550,4781,12/31/2009,The 41 Year Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,1300000,0,$0
